Iso3,Country,Site ID,Site name,Borehole name,Automatic Borehole ID,Local Borehole ID,Latitude,Longitude,Elevation in meters above sea level,Status,Drilling date,Unknown drilling date,Last editor,Date of update,Hidden borehole,Depth in m,Static water level in meters below ground level,Type of pump,Pump brand and model,Pump depth in m,Pump motor power in kilowatt,Energy source,Generator brand and model,Generator capacity in kilovolt-ampere (kVA),Casing diameter in inch,Casing material,Screened areas in m,Sum of screened areas in m,End of casing/start of open hole in m,Aquifer type,Driller's yield in m3/hr,Dynamic Water Level at driller's yield in m,Pumping tests (DWL [m] - yield [m3/hr]),Pumping test quality control evaluation from solar tool (read only),Safe yield from solar tool in m3/hr (read only),Transmissivity from constant rate pumping test in m2/sec,Daily pumping time in h,Date of last water quality control,Conductivity in micro S/cm (microsiemen/cm),pH,Turbidity in NTU,Ammonia concentration in mg/L,Arsenic concentration in micro g/L,Fluoride concentration in mg/L,Nitrate concentration in mg/L,Nitrite concentration in mg/L,E-Coli,Solar potential in % (read only),Investment cost estimation in $ (read only),Maintenance cost estimation (read only),Solar gross payback in years (read only),Amount of CO2 avoided in tonnes/year (read only),Attachment description,Comments
COG,Republic of the Congo,COGs031854,15 Avril,Puits Centre d'?coute,COG-COGs031854-000016,Puits Centre d'?coute,3.056361,18.508528,337,active,15/12/2015,,sani,12/7/2019,no,9.32,7.22,hand_pump,India Mark III,8.8,,,,,,,,,,,,,,,,,,12/7/2019,29.3,5.44,5,,,,,,,,,,,,,Open well of 1 meter diameter equipped with hand pump
COG,Republic of the Congo,COGs031854,15 Avril,P19B3S9,COG-COGs031854-000017,P19B3S9,3.055611,18.502556,346,active,24/05/2016,,sani,15/07/2019,no,7,4.65,hand_pump,India Mark III,6.5,,,,,,,,,,,,,,,,,,15/07/2019,26.8,6.8,5,,,,,,,,,,,,,Open well of 1 meter diameter equipped with hand pump
COG,Republic of the Congo,COGs031854,15 Avril,P20B13S9,COG-COGs031854-000018,P20B13S9,3.057556,18.503,337,active,11/1/2016,,sani,17/07/2019,no,8.2,5.8,hand_pump,Vergnet,6.7,,,,,,,,,,,,,,,,,,17/07/2019,,7,5,,,,,,,,,,,,,Open well of 1 meter diameter equipped with hand pump
COG,Republic of the Congo,COGs002908,Betou,FPMH CA METRE,COG-COGs002908-000001,FPMH CA METRE,3.06341,18.5166,351,active,24/12/2018,,sani,20/09/2019,no,43,5,hand_pump,India Mark II,25,,,,,4.92,pvc,36.0-39.0,3,,porous,8,,,,,,12,4/1/2019,23.1,6.04,1.08,,,,,,,,,,,,,
COG,Republic of the Congo,COGs002908,Betou,FPMH MOMZOMBO,COG-COGs002908-000002,FPMH MOMZOMBO,3.05379,18.52154,354,active,23/12/2018,,sani,20/09/2019,no,40,5,hand_pump,Vergnet,27,,,,,4.921,pvc,36.0-39.0,3,,porous,8,,,,,,12,5/1/2019,23.1,6.04,1.08,0,,0,0,0,,,,,,,,
COG,Republic of the Congo,COGs002908,Betou,FPMH YENDE,COG-COGs002908-000003,FPMH YENDE,3.0774,18.51889,351,active,27/12/2018,,sani,20/09/2019,no,51,9.5,hand_pump,India Mark II,40,,,,,4.92,pvc,43.0-49.0,6,,porous,6,,,,,,12,4/1/2019,54.9,6.25,5,,,,1.45,,,,,,,,,
COG,Republic of the Congo,COGs031855,Ikpembele,Puits Kimbanguiste,COG-COGs002916-001,Puits Kimbanguiste,3.179833,18.621528,338,active,28/06/2016,,sani,3/6/2019,no,6.18,3.92,hand_pump,India Mark III,5.48,,,,,,,,,,,,,,,,,,3/6/2019,70,4.5,5,,,,,,,,,,,,,Open well of 1 meter diameter equipped with hand pump
COG,Republic of the Congo,COGs031855,Ikpembele,Puits Or?e,COG-COGs031855-000001,Puits Or?e,3.177,18.62012,334,active,17/10/2016,,sani,16/07/2019,no,8.22,3.62,hand_pump,India Mark III,7.68,,,,,,,,,,,,,,,,,,16/07/2019,46,5.6,5,,,,,,,,,,,,,Open well of 0.8 diameter equipped with hand pump
COG,Republic of the Congo,COGs031855,Ikpembele,Puits Centre d'?coute,COG-COGs031855-000002,Puits Centre d'?coute,3.17644,18.62075,340,active,17/07/2016,,sani,3/6/2019,no,9.48,6.49,hand_pump,India Mark III,8.95,,,,,,,,,,,,,,,,,,3/6/2019,,6.8,10,,,,,,,,,,,,,Open well of 1 meter diameter equipped with hand pump
COG,Republic of the Congo,COGs031855,Ikpembele,Puits Walaguiza,COG-COGs031855-000003,Puits Walaguiza,3.17663,18.61964,339,active,10/10/2011,,sani,3/6/2019,no,8,4.33,hand_pump,India Mark III,7.5,,,,,,,,,,,,,,,,,,3/6/2019,,7,15,,,,,,,,,,,,,Open well of 1 meter diameter equipped with hand pump
COG,Republic of the Congo,COGs031855,Ikpembele,Puits ?cole,COG-COGs031855-000004,Puits ?cole,3.1838,18.62391,339,active,22/05/2011,,sani,3/6/2019,no,8.93,5.11,hand_pump,India Mark II,8.43,,,,,,,,,,,,,,,,,,3/6/2019,,7,5,,,,,,,,,,,,,Open well of 0.8 meter diameter equipped with hand pump
COG,Republic of the Congo,COGs031855,Ikpembele,Puits Kosse,COG-COGs031855-000005,Puits Kosse,3.17854,18.62098,339,active,19/10/2010,,sani,3/6/2019,no,7.78,6.06,hand_pump,India Mark III,7.5,,,,,,,,,,,,,,,,,,3/6/2019,,7,5,,,,,,,,,,,,,Open well of 0.8 meter diameter equipped with hand pump
COG,Republic of the Congo,COGs002940,Ikpembele,Puits ACTED,COG-COGs002940-000001,Puits ACTED,3.1777,18.62161,339,active,7/6/2010,,sani,4/6/2019,no,8,5.2,hand_pump,manivelle,7.5,,,,,,,,,,,,,,,,,,29/01/2018,,6.8,5,,,,,,,,,,,,,Open well of 0.8 meter diameter equipped with a crank
COG,Republic of the Congo,COGs002940,Ikpembele,Puits CSI,COG-COGs002940-000002,Puits CSI,3.18252,18.6238,339,inactive,25/10/2010,,sani,5/6/2019,no,,,hand_pump,India Mark II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open well of 1 meter diameter equipped with hand pump
